GEO_ID,NAME,DP03_0052E,DP03_0052M,DP03_0052PE,DP03_0053E,DP03_0053M,DP03_0053PE,DP03_0054E,DP03_0054M,DP03_0054PE,DP03_0055E,DP03_0055M,DP03_0055PE,DP03_0056E,DP03_0056M,DP03_0056PE,DP03_0057E,DP03_0057M,DP03_0057PE,DP03_0058E,DP03_0058M,DP03_0058PE,DP03_0059E,DP03_0059M,DP03_0059PE,DP03_0060E,DP03_0060M,DP03_0060PE,DP03_0061E,DP03_0061M,DP03_0061PE,DP03_0062E,DP03_0062M,DP03_0062PE,DP03_0088E,DP03_0088M,DP03_0088PE
0500000US34007,"Camden County, New Jersey",11735,2213,6.2,6336,1357,3.4,14050,2119,7.5,14338,2160,7.6,18389,2329,9.8,30925,3159,16.5,22216,2610,11.8,34915,3334,18.6,15847,1648,8.4,19029,1730,10.1,73672,2694,(X),38110,1279,(X)
0500000US34009,"Cape May County, New Jersey",1723,639,4.2,1366,564,3.3,2774,762,6.8,3513,1009,8.6,5390,1707,13.2,6614,1308,16.2,4972,952,12.1,6794,1129,16.6,3492,670,8.5,4301,1037,10.5,69980,7037,(X),43852,2724,(X)
0500000US34011,"Cumberland County, New Jersey",3855,987,7.5,2497,951,4.9,4814,980,9.4,4743,1549,9.2,5468,1180,10.6,11259,1933,21.9,5546,1252,10.8,8643,1666,16.8,2331,816,4.5,2204,1015,4.3,54587,5572,(X),29711,4824,(X)
0500000US34013,"Essex County, New Jersey",24973,2490,8.4,12736,1624,4.3,23212,2855,7.8,24678,2926,8.3,30393,3206,10.3,48507,4303,16.4,31438,3596,10.6,39919,3072,13.5,21712,2320,7.3,38408,2403,13.0,64626,2713,(X),40138,1207,(X)
0500000US34015,"Gloucester County, New Jersey",4051,1048,3.8,2784,771,2.6,6972,1323,6.5,7603,1651,7.1,8509,1217,8.0,15653,1753,14.7,14982,1878,14.0,21142,2134,19.8,12468,1711,11.7,12541,1678,11.8,89447,5967,(X),40617,1574,(X)
0500000US34017,"Hudson County, New Jersey",16423,2355,6.2,12483,2114,4.7,19495,2346,7.3,16537,2182,6.2,25020,2385,9.4,38658,3431,14.5,32182,2911,12.1,44631,3198,16.7,23534,2896,8.8,37701,3073,14.1,78808,3056,(X),44055,1524,(X)
0500000US34019,"Hunterdon County, New Jersey",879,421,1.8,652,372,1.4,1684,722,3.5,2956,911,6.2,2753,635,5.7,6364,1141,13.3,5179,969,10.8,9458,1311,19.7,6388,1215,13.3,11588,1405,24.2,116155,9654,(X),60103,3878,(X)
0500000US34021,"Mercer County, New Jersey",10689,2093,8.2,4735,1346,3.6,7839,1333,6.0,8717,2348,6.7,10175,1798,7.8,19976,2342,15.3,14936,2011,11.4,22480,2563,17.2,11792,1777,9.0,19512,1794,14.9,79492,5633,(X),42338,1732,(X)
0500000US34023,"Middlesex County, New Jersey",11889,2181,4.2,6841,1608,2.4,15734,2270,5.5,14888,2339,5.2,25816,2845,9.0,39163,3336,13.7,36474,2683,12.8,56848,3673,19.9,34664,2888,12.1,43589,2739,15.2,93418,3720,(X),41343,945,(X)
0500000US34025,"Monmouth County, New Jersey",10592,2127,4.4,5786,1236,2.4,11430,2002,4.8,15065,1875,6.3,16133,1987,6.7,29370,2417,12.2,27375,2591,11.4,46900,3096,19.5,28041,2405,11.7,49685,3156,20.7,102870,2944,(X),56171,1814,(X)
0500000US34027,"Morris County, New Jersey",4708,1273,2.5,2956,975,1.6,8762,1535,4.7,8149,1723,4.4,13062,2082,7.1,22762,2313,12.3,19552,2368,10.6,34713,2995,18.8,23937,2227,12.9,46284,2988,25.0,116283,4894,(X),59347,1829,(X)
0500000US34029,"Ocean County, New Jersey",7064,1292,3.1,5349,1314,2.4,18175,2250,8.0,17431,2190,7.7,23050,2422,10.2,40832,2985,18.0,31304,2843,13.8,44706,2706,19.7,19888,2568,8.8,18926,2203,8.3,76093,2971,(X),37432,1451,(X)
0500000US34031,"Passaic County, New Jersey",8235,1568,4.9,6824,1491,4.1,12118,1967,7.2,12697,1755,7.6,15031,1933,8.9,26688,2863,15.9,22244,2046,13.2,30310,2809,18.0,16300,2135,9.7,17612,2658,10.5,77040,2556,(X),34065,1261,(X)
0500000US34033,"Salem County, New Jersey",696,392,2.9,1564,600,6.4,2420,752,9.9,1506,540,6.2,3006,632,12.3,4686,843,19.2,2688,633,11.0,3600,703,14.8,2435,593,10.0,1803,536,7.4,68531,3073,(X),36066,3444,(X)
0500000US34035,"Somerset County, New Jersey",3226,1143,2.6,2229,931,1.8,3674,825,3.0,5145,1262,4.2,8720,1835,7.1,16425,1937,13.4,15545,2152,12.7,21517,2258,17.5,15330,1777,12.5,30795,2092,25.1,111587,6959,(X),56743,2040,(X)
0500000US34037,"Sussex County, New Jersey",1546,590,2.9,593,281,1.1,2283,651,4.2,2413,579,4.5,3442,792,6.4,8599,1219,15.9,7628,1143,14.1,11971,1628,22.1,7210,1208,13.3,8414,1222,15.6,101130,4090,(X),48286,2335,(X)
0500000US34039,"Union County, New Jersey",7855,1703,4.1,4992,1422,2.6,13181,2219,6.8,12671,2045,6.6,20730,2716,10.7,32645,2922,16.9,23118,2486,12.0,30426,3171,15.8,18403,2079,9.5,28827,2194,14.9,80339,3814,(X),41576,1344,(X)
0500000US34041,"Warren County, New Jersey",1618,665,3.8,1534,774,3.6,2064,705,4.9,2733,798,6.4,4304,1004,10.2,6549,1223,15.4,7074,1368,16.7,7722,1016,18.2,4572,1011,10.8,4227,840,10.0,84479,4078,(X),42293,2406,(X)
0500000US35001,"Bernalillo County, New Mexico",21410,2561,7.9,13931,2203,5.1,25213,3163,9.3,25893,2921,9.5,34284,3182,12.6,49257,3922,18.2,33929,2873,12.5,36456,3131,13.4,15602,2080,5.8,15332,1701,5.7,56115,2291,(X),32772,1150,(X)
0500000US35005,"Chaves County, New Mexico",2253,735,9.1,1916,727,7.8,3357,1034,13.6,2607,940,10.6,4143,1158,16.8,3857,926,15.6,2386,727,9.7,2453,801,9.9,1256,512,5.1,443,298,1.8,42003,4911,(X),22545,2091,(X)
0500000US35013,"Do̱a Ana County, New Mexico",9172,1905,11.6,5548,1444,7.0,11174,1983,14.1,8036,1817,10.2,9609,1632,12.1,14587,2413,18.4,8672,2024,11.0,7823,1492,9.9,2672,976,3.4,1801,795,2.3,43038,3303,(X),22144,1627,(X)
0500000US35025,"Lea County, New Mexico",2609,951,10.7,505,380,2.1,1886,630,7.7,2036,750,8.3,2360,987,9.6,4080,1012,16.7,5261,1307,21.5,3618,815,14.8,1343,498,5.5,780,392,3.2,68457,9074,(X),27008,2640,(X)
0500000US35031,"McKinley County, New Mexico",3463,711,15.9,1459,482,6.7,2408,630,11.1,2615,706,12.0,3388,835,15.6,3492,668,16.1,2352,769,10.8,1650,571,7.6,612,421,2.8,280,208,1.3,37153,4875,(X),15589,1374,(X)
0500000US35035,"Otero County, New Mexico",1589,591,6.6,1040,575,4.3,4349,987,18.0,4237,1039,17.6,3488,950,14.5,4319,958,17.9,2371,905,9.8,1558,498,6.5,773,382,3.2,409,288,1.7,39371,6361,(X),21037,2202,(X)
0500000US35043,"Sandoval County, New Mexico",1884,639,3.5,1519,592,2.9,3194,922,6.0,3344,928,6.3,7545,1434,14.2,10048,1394,18.9,9150,1409,17.2,9637,1479,18.1,2850,743,5.4,4080,846,7.7,71997,4398,(X),32560,1510,(X)
0500000US35045,"San Juan County, New Mexico",3701,872,8.7,2109,531,5.0,5400,1024,12.7,5849,1163,13.7,6603,1163,15.5,8883,1176,20.9,3732,923,8.8,4175,1038,9.8,1176,373,2.8,933,481,2.2,44321,3487,(X),21626,1885,(X)
0500000US35049,"Santa Fe County, New Mexico",4190,1042,6.7,2460,719,4.0,4960,1103,8.0,6450,1272,10.4,7782,1422,12.5,10988,1516,17.7,8039,1309,12.9,8221,1384,13.2,3954,749,6.4,5138,824,8.3,61298,4088,(X),38172,2005,(X)
0500000US35061,"Valencia County, New Mexico",1975,772,8.0,1579,536,6.4,2568,933,10.3,2188,745,8.8,1573,567,6.3,5505,1327,22.2,3722,1008,15.0,2888,867,11.6,1556,815,6.3,1275,1010,5.1,60601,7102,(X),27340,3172,(X)
0500000US36001,"Albany County, New York",6554,1468,5.1,6514,1501,5.1,8423,1868,6.6,11016,1791,8.6,14138,2204,11.0,20606,2641,16.1,16084,2110,12.5,24484,2852,19.1,11120,1544,8.7,9345,1438,7.3,69953,4889,(X),38494,1524,(X)
0500000US36005,"Bronx County, New York",75619,4871,14.7,43661,4420,8.5,60886,4458,11.8,46775,4364,9.1,63007,5051,12.3,86831,4824,16.9,49307,4303,9.6,51320,3571,10.0,19726,2670,3.8,16758,1951,3.3,41432,1090,(X),22647,505,(X)
0500000US36007,"Broome County, New York",6404,1211,8.1,4463,1080,5.6,9256,1650,11.7,7488,1577,9.4,10855,1825,13.7,14087,1794,17.8,10532,1501,13.3,9708,1300,12.2,3388,821,4.3,3128,764,3.9,52010,3777,(X),28689,1258,(X)
0500000US36009,"Cattaraugus County, New York",2085,539,6.3,2572,605,7.8,3845,640,11.6,3204,608,9.7,4445,901,13.4,6520,821,19.7,4905,782,14.8,3194,562,9.7,1311,392,4.0,975,452,2.9,50912,2594,(X),28370,2093,(X)
0500000US36011,"Cayuga County, New York",1852,560,5.9,1102,572,3.5,2910,785,9.2,2456,532,7.8,4801,925,15.2,6187,946,19.6,4474,833,14.2,4341,711,13.8,2320,611,7.4,1046,343,3.3,58665,4419,(X),32099,2097,(X)
0500000US36013,"Chautauqua County, New York",4908,913,8.9,3573,849,6.5,7667,1293,13.9,4511,835,8.2,6849,1082,12.4,8998,1259,16.3,6559,1001,11.9,8345,1125,15.1,2518,670,4.5,1417,466,2.6,50272,2689,(X),28735,1290,(X)
0500000US36015,"Chemung County, New York",2933,937,8.8,1273,473,3.8,2669,722,8.0,2738,755,8.2,4217,988,12.6,6851,1220,20.5,4754,1001,14.2,5255,980,15.7,1835,668,5.5,965,401,2.9,60782,5361,(X),29639,2188,(X)
0500000US36019,"Clinton County, New York",2948,889,9.4,1048,380,3.3,2338,811,7.4,2785,737,8.9,3617,936,11.5,6871,1342,21.9,4620,933,14.7,4130,887,13.1,2161,609,6.9,904,405,2.9,60198,5044,(X),32638,6358,(X)
0500000US36027,"Dutchess County, New York",5221,1336,4.7,3715,1115,3.4,8246,1768,7.5,7471,1247,6.8,8914,1560,8.1,16648,2451,15.1,12419,1605,11.2,22259,2418,20.1,11650,1455,10.5,13986,1341,12.7,85901,4980,(X),43220,1814,(X)
0500000US36029,"Erie County, New York",26321,2771,6.6,17946,2386,4.5,37535,3233,9.4,37769,3240,9.5,47660,3670,12.0,72592,4392,18.2,51256,3630,12.9,56955,4125,14.3,27669,2434,6.9,22623,2281,5.7,60652,1175,(X),34649,773,(X)
0500000US36045,"Jefferson County, New York",2740,894,6.6,1886,726,4.6,3681,766,8.9,4313,794,10.5,6052,1098,14.7,8360,1130,20.3,6117,1164,14.8,5561,1027,13.5,1336,426,3.2,1168,488,2.8,53917,3182,(X),26701,1675,(X)
0500000US36047,"Kings County, New York",77053,3969,7.9,54891,3336,5.6,84707,5519,8.7,74789,4720,7.6,97196,4970,9.9,142753,5781,14.6,110588,5156,11.3,144446,4846,14.8,80364,4649,8.2,111304,4670,11.4,66937,1343,(X),37352,658,(X)
0500000US36051,"Livingston County, New York",1725,667,7.4,839,392,3.6,2288,694,9.8,2054,589,8.8,3044,685,13.0,4814,746,20.6,3007,762,12.8,3152,711,13.5,1369,379,5.8,1117,479,4.8,59173,4255,(X),29902,2757,(X)
0500000US36053,"Madison County, New York",1194,485,4.6,595,261,2.3,3067,869,11.8,1585,582,6.1,3847,915,14.8,4309,897,16.6,3793,761,14.6,4585,862,17.6,1084,408,4.2,1927,549,7.4,62918,7196,(X),33946,2605,(X)
0500000US36055,"Monroe County, New York",17368,2298,5.7,13092,1808,4.3,28750,3023,9.4,27849,2771,9.1,36905,2856,12.1,52686,3018,17.3,39965,2808,13.1,48249,3093,15.8,21432,1926,7.0,18988,1836,6.2,62103,1588,(X),35797,954,(X)
0500000US36059,"Nassau County, New York",13366,2113,3.0,7705,1658,1.7,22917,2779,5.1,17520,2364,3.9,29022,2677,6.5,51874,3804,11.5,47386,3664,10.5,83305,4814,18.5,64290,3511,14.3,112413,3791,25.0,118453,2877,(X),53405,993,(X)
0500000US36061,"New York County, New York",70589,5570,9.2,34008,3760,4.4,47553,4849,6.2,40180,4714,5.2,49280,4687,6.4,81461,5925,10.6,74802,6360,9.7,107512,6803,14.0,70185,5011,9.1,192633,7470,25.1,93651,3322,(X),82720,2466,(X)
0500000US36063,"Niagara County, New York",7197,1550,7.9,4407,1003,4.9,8509,1526,9.4,8505,1469,9.4,12205,1790,13.5,15122,1920,16.7,11945,1689,13.2,13873,1819,15.3,5264,1075,5.8,3598,861,4.0,56304,3279,(X),32434,1335,(X)
0500000US36065,"Oneida County, New York",4248,854,4.7,5133,1222,5.7,9702,1484,10.7,7382,1189,8.2,12536,1618,13.9,16672,1800,18.5,11673,1543,12.9,12938,1372,14.3,6102,1283,6.8,3887,691,4.3,57391,3867,(X),31008,1261,(X)
0500000US36067,"Onondaga County, New York",14820,1816,8.1,7904,1194,4.3,15359,1714,8.4,13384,1836,7.3,24055,2419,13.1,32096,2929,17.5,24076,2268,13.1,27874,2232,15.2,11114,1428,6.1,12536,1490,6.8,61577,1705,(X),34439,1194,(X)
0500000US36069,"Ontario County, New York",2228,925,4.8,1569,431,3.4,2897,765,6.3,3779,891,8.2,4783,959,10.4,10029,1033,21.8,6218,970,13.5,7381,963,16.0,3523,708,7.7,3618,932,7.9,66568,3444,(X),39492,3026,(X)
0500000US36071,"Orange County, New York",6619,1566,5.0,5317,1523,4.0,9927,1732,7.6,5847,1265,4.4,12357,2055,9.4,17949,2114,13.7,18447,2090,14.0,26460,2193,20.1,13466,1846,10.2,15032,2025,11.4,84458,4115,(X),36641,1652,(X)
0500000US36075,"Oswego County, New York",1893,498,4.1,2760,751,5.9,5177,1167,11.1,3924,826,8.4,5949,1162,12.8,8552,1310,18.3,6846,1290,14.7,7922,1160,17.0,2033,572,4.4,1584,600,3.4,58459,4387,(X),30174,1809,(X)
0500000US36079,"Putnam County, New York",763,410,2.2,388,256,1.1,1145,619,3.3,1855,712,5.4,2374,728,6.9,3620,952,10.5,5595,1271,16.2,8477,1438,24.6,4339,1015,12.6,5914,1169,17.2,106204,5290,(X),48664,3384,(X)
0500000US36081,"Queens County, New York",44031,3579,5.6,29207,2967,3.7,51679,3533,6.6,62055,4821,7.9,82356,4427,10.5,127845,6887,16.3,101044,5286,12.9,139360,5925,17.8,74174,4399,9.5,72801,3833,9.3,73696,1832,(X),34377,496,(X)
0500000US36083,"Rensselaer County, New York",3644,979,5.5,2154,762,3.3,4543,974,6.9,5809,1295,8.8,7423,1614,11.3,10875,1496,16.5,9466,1557,14.4,12095,1756,18.4,6415,1150,9.8,3366,875,5.1,71574,3684,(X),35487,1560,(X)
0500000US36085,"Richmond County, New York",6432,1455,3.9,5540,1418,3.3,9822,2023,5.9,9351,1730,5.6,17346,2001,10.4,24378,2603,14.7,16794,2183,10.1,34952,3406,21.0,18741,2340,11.3,22941,2732,13.8,89821,5711,(X),39743,1570,(X)
0500000US36087,"Rockland County, New York",3534,1182,3.5,3037,800,3.0,5985,1158,5.9,4692,1095,4.6,8753,1583,8.6,12911,1943,12.7,11118,1647,11.0,21241,2219,20.9,11012,1400,10.9,19141,1978,18.9,100916,3632,(X),41490,2358,(X)
0500000US36089,"St. Lawrence County, New York",3657,896,8.5,2938,1095,6.9,4571,896,10.7,4566,1087,10.7,5124,993,12.0,6570,1072,15.3,5242,1013,12.2,6461,1033,15.1,2357,686,5.5,1346,410,3.1,52108,4862,(X),27195,1735,(X)
0500000US36091,"Saratoga County, New York",1834,675,2.0,3103,1163,3.3,4797,967,5.1,6193,1345,6.6,10050,1878,10.7,14542,2034,15.5,11709,1718,12.5,19678,1845,21.0,12215,1519,13.1,9426,1334,10.1,89932,4301,(X),43468,1618,(X)
0500000US36093,"Schenectady County, New York",2724,871,4.4,2758,919,4.4,4588,1189,7.3,5830,1204,9.3,7108,1113,11.4,11678,1390,18.7,7083,1175,11.3,12141,1832,19.4,4494,848,7.2,4130,983,6.6,65773,5060,(X),35390,1713,(X)
0500000US36101,"Steuben County, New York",2447,580,6.2,2001,659,5.1,4956,803,12.6,4135,820,10.5,4907,856,12.5,6940,896,17.7,4597,682,11.7,6678,865,17.0,1253,388,3.2,1369,440,3.5,52951,2288,(X),29849,1644,(X)
0500000US36103,"Suffolk County, New York",14721,2170,2.9,9541,1911,1.9,22297,2649,4.5,23620,3106,4.7,37560,3855,7.5,65714,4684,13.1,59849,4901,12.0,105658,4793,21.1,66478,4279,13.3,94306,3664,18.9,106228,3154,(X),48381,1263,(X)
0500000US36105,"Sullivan County, New York",2464,826,8.5,1731,745,6.0,2204,750,7.6,2569,957,8.9,3266,963,11.3,5161,1314,17.8,3899,973,13.5,4418,1117,15.3,2001,723,6.9,1247,451,4.3,60137,4340,(X),30957,2170,(X)
0500000US36109,"Tompkins County, New York",4057,1011,10.1,1375,584,3.4,3426,936,8.5,3574,929,8.9,5219,1102,12.9,7240,1418,18.0,3742,1007,9.3,5460,1008,13.5,2348,715,5.8,3881,853,9.6,58626,5696,(X),37576,3137,(X)
0500000US36111,"Ulster County, New York",4025,1083,5.8,3218,897,4.6,6599,1624,9.5,5429,1211,7.8,8095,1547,11.7,10882,1537,15.7,9004,1129,13.0,11442,1666,16.5,5893,961,8.5,4789,895,6.9,64087,3519,(X),35743,2661,(X)
0500000US36113,"Warren County, New York",1527,618,5.2,1450,572,4.9,2157,749,7.3,2863,817,9.7,3817,931,12.9,5389,1173,18.2,3423,724,11.6,4572,882,15.4,2199,668,7.4,2196,666,7.4,64985,6205,(X),38182,2915,(X)
0500000US36117,"Wayne County, New York",2583,879,7.1,1791,689,4.9,2679,631,7.3,4054,1183,11.1,4103,824,11.2,6464,1095,17.6,5315,1096,14.5,5962,988,16.3,1796,555,4.9,1887,686,5.2,61730,6356,(X),33540,2905,(X)
0500000US36119,"Westchester County, New York",19309,2969,5.4,11531,2179,3.2,16063,2319,4.5,18248,2782,5.1,28818,3661,8.1,39982,3587,11.3,38545,3759,10.9,59753,4141,16.8,33939,2745,9.6,88948,4007,25.0,101908,2096,(X),60213,1391,(X)
0500000US37001,"Alamance County, North Carolina",3899,977,6.1,4272,1281,6.6,5219,1325,8.1,6995,1402,10.9,7743,1394,12.0,13592,1636,21.1,9383,1554,14.6,7743,1200,12.0,2827,752,4.4,2643,637,4.1,58490,3688,(X),28330,1291,(X)
0500000US37019,"Brunswick County, North Carolina",2827,812,4.8,2706,1038,4.6,3335,808,5.7,5614,1123,9.6,7672,1237,13.1,11555,1559,19.8,8541,1297,14.6,9722,1349,16.7,3266,779,5.6,3147,831,5.4,63668,3211,(X),37665,2553,(X)
0500000US37021,"Buncombe County, North Carolina",4290,1117,4.0,5408,1253,5.1,12928,2003,12.1,11236,1853,10.5,14074,1936,13.2,20421,2503,19.1,13481,1802,12.6,13456,1793,12.6,5750,1290,5.4,5697,1311,5.3,54970,3586,(X),32870,1717,(X)
0500000US37023,"Burke County, North Carolina",2264,849,6.2,1795,589,4.9,4822,1386,13.2,4360,965,11.9,5830,1378,15.9,8105,1205,22.1,3601,935,9.8,4006,1182,10.9,969,413,2.6,882,356,2.4,47361,4705,(X),25708,1568,(X)
0500000US37025,"Cabarrus County, North Carolina",2903,844,4.2,2340,1084,3.4,4532,1071,6.6,4441,1326,6.5,8665,1961,12.6,12708,1984,18.5,9753,1806,14.2,11442,1794,16.6,5232,1261,7.6,6782,1315,9.9,72333,4891,(X),32455,1636,(X)
0500000US37027,"Caldwell County, North Carolina",1317,540,4.1,1761,847,5.4,4012,1052,12.3,4917,1296,15.1,4927,1203,15.2,5813,1394,17.9,4926,1225,15.2,3454,952,10.6,992,602,3.1,394,280,1.2,48737,3982,(X),25046,1620,(X)
0500000US37031,"Carteret County, North Carolina",1947,727,6.7,975,474,3.4,2454,698,8.5,3054,747,10.5,4112,750,14.2,5141,865,17.8,3576,725,12.3,4364,790,15.1,2009,706,6.9,1330,410,4.6,60186,3916,(X),34807,3295,(X)
0500000US37035,"Catawba County, North Carolina",6092,1463,9.8,2234,673,3.6,5679,947,9.1,6208,1224,9.9,9711,1827,15.6,12112,1887,19.4,7525,1344,12.1,7751,1548,12.4,2053,819,3.3,3052,901,4.9,52436,3854,(X),29126,2397,(X)
0500000US37037,"Chatham County, North Carolina",642,358,2.1,1370,866,4.5,3882,1153,12.7,1972,713,6.4,4070,1508,13.3,5070,1043,16.5,3529,1137,11.5,4633,1176,15.1,2205,730,7.2,3301,867,10.8,66857,5884,(X),40896,3964,(X)
0500000US37045,"Cleveland County, North Carolina",2949,760,9.6,1896,839,6.2,3858,1057,12.6,3354,910,11.0,4558,1002,14.9,5767,1194,18.8,3542,838,11.6,2828,875,9.2,1051,523,3.4,796,429,2.6,44987,3403,(X),23519,2455,(X)
0500000US37049,"Craven County, North Carolina",2118,830,5.0,1454,593,3.4,4713,1285,11.2,6814,1397,16.1,5395,1349,12.8,6324,1408,15.0,5147,1255,12.2,6775,1433,16.0,1679,623,4.0,1802,641,4.3,52832,6314,(X),30356,1881,(X)
0500000US37051,"Cumberland County, North Carolina",11498,1454,9.0,6524,1090,5.1,13783,1586,10.8,14972,1940,11.7,22977,2238,17.9,22579,1968,17.6,14375,1804,11.2,14468,1796,11.3,4037,831,3.2,2922,749,2.3,46292,1707,(X),25328,971,(X)
0500000US37057,"Davidson County, North Carolina",5293,1214,7.6,3128,1096,4.5,7167,1643,10.2,9388,1972,13.4,8178,1221,11.7,14167,1896,20.3,9370,1680,13.4,8326,1515,11.9,2752,882,3.9,2169,783,3.1,53473,5916,(X),26874,1447,(X)
0500000US37063,"Durham County, North Carolina",7680,1461,5.9,4828,1447,3.7,8546,1739,6.5,12164,2356,9.3,17398,2434,13.3,22401,2642,17.1,18883,2556,14.4,19726,2496,15.0,9246,1756,7.1,10268,1814,7.8,65317,3614,(X),36195,1694,(X)
0500000US37067,"Forsyth County, North Carolina",11426,2304,7.7,6496,1364,4.4,17719,2357,12.0,16207,2166,10.9,19335,2489,13.1,25754,2899,17.4,18568,2385,12.5,17667,1804,11.9,7209,1188,4.9,7770,1116,5.2,52017,2610,(X),29745,1076,(X)
0500000US37069,"Franklin County, North Carolina",1023,510,3.8,988,825,3.7,2088,794,7.8,1736,706,6.5,5118,1270,19.2,5689,1253,21.3,3909,1103,14.6,3769,883,14.1,1793,731,6.7,607,330,2.3,57099,8109,(X),28142,1711,(X)
0500000US37071,"Gaston County, North Carolina",4448,958,5.2,4816,983,5.6,9032,1240,10.5,8292,1421,9.7,11890,1648,13.9,16047,1674,18.7,10868,1568,12.7,13044,1719,15.2,4216,1122,4.9,3052,670,3.6,56595,2954,(X),28823,1034,(X)
0500000US37081,"Guilford County, North Carolina",15275,2626,7.4,9608,1837,4.6,19963,2507,9.6,20187,2921,9.8,30618,3275,14.8,35090,3300,17.0,25559,2454,12.4,28778,2902,13.9,10895,1515,5.3,10977,1340,5.3,55328,2852,(X),31043,1192,(X)
0500000US37085,"Harnett County, North Carolina",2907,839,6.3,2579,785,5.6,5722,1236,12.3,4914,1123,10.6,4979,1054,10.7,9158,1332,19.7,7003,1214,15.1,6433,1057,13.9,1655,556,3.6,1066,438,2.3,55753,5212,(X),23689,1221,(X)
0500000US37089,"Henderson County, North Carolina",1448,560,2.8,2530,1150,4.9,5408,1399,10.6,4854,1344,9.5,6488,1560,12.7,10539,1749,20.6,7920,1268,15.5,6990,1362,13.7,2472,724,4.8,2466,772,4.8,62131,2936,(X),33414,2387,(X)
0500000US37097,"Iredell County, North Carolina",2101,698,3.1,2288,774,3.4,5721,1125,8.4,6511,1301,9.6,7452,1162,10.9,12960,1641,19.0,10292,1486,15.1,10741,1754,15.8,4521,846,6.6,5558,941,8.2,68660,4069,(X),34910,1625,(X)
0500000US37101,"Johnston County, North Carolina",5198,1600,7.1,2735,1096,3.7,6155,1417,8.4,5888,1456,8.0,10667,2067,14.5,11558,2008,15.7,9585,1934,13.0,13508,2282,18.4,3727,1027,5.1,4546,1413,6.2,60951,6167,(X),30026,2126,(X)
0500000US37109,"Lincoln County, North Carolina",1667,823,4.8,1655,806,4.8,1695,707,4.9,4027,1265,11.7,3816,1147,11.1,6118,1270,17.8,4524,1039,13.1,4382,1018,12.7,4160,1294,12.1,2374,604,6.9,71514,4430,(X),36057,2647,(X)
0500000US37119,"Mecklenburg County, North Carolina",18975,2591,4.5,14567,2257,3.4,27701,2873,6.5,34772,3578,8.2,54972,4078,12.9,78985,4579,18.5,55820,3866,13.1,64767,4061,15.2,29333,2535,6.9,46421,3005,10.9,69072,2224,(X),41023,1090,(X)
0500000US37125,"Moore County, North Carolina",2159,769,5.2,1388,615,3.3,4455,1253,10.7,3623,1118,8.7,4482,1194,10.8,8436,1543,20.3,5982,1236,14.4,6031,1291,14.5,2656,1044,6.4,2318,758,5.6,62469,6066,(X),35094,3517,(X)
0500000US37127,"Nash County, North Carolina",2932,1432,7.8,2238,866,6.0,4317,1320,11.5,3803,1140,10.1,5076,1322,13.5,8085,1667,21.5,3954,1185,10.5,5118,1270,13.6,1239,562,3.3,812,434,2.2,50656,3266,(X),28598,6687,(X)
0500000US37129,"New Hanover County, North Carolina",7092,1391,7.1,4335,1216,4.3,10132,1892,10.1,7937,1786,7.9,15396,2467,15.4,16563,2271,16.5,10515,1795,10.5,14798,1888,14.8,6096,1018,6.1,7325,1300,7.3,56382,3227,(X),35977,1498,(X)
0500000US37133,"Onslow County, North Carolina",5343,2034,8.4,1191,561,1.9,7278,1777,11.4,6410,1543,10.1,11951,1957,18.8,12659,2663,19.9,7342,2009,11.5,6963,1549,10.9,3216,1053,5.1,1251,603,2.0,49544,4326,(X),24404,2113,(X)
0500000US37135,"Orange County, North Carolina",4784,1284,8.7,1735,732,3.1,2823,897,5.1,4121,1244,7.5,6744,1453,12.2,7621,1334,13.8,5980,1011,10.8,8305,1340,15.0,5386,991,9.7,7760,1108,14.0,74299,5419,(X),42245,2582,(X)
0500000US37147,"Pitt County, North Carolina",6017,1605,8.5,3844,1349,5.4,7616,1806,10.7,6043,1377,8.5,9223,1641,13.0,14967,1985,21.1,7885,1426,11.1,9396,1671,13.2,2803,925,4.0,3132,905,4.4,53401,3100,(X),28878,2257,(X)
0500000US37151,"Randolph County, North Carolina",3676,1089,6.6,3126,1014,5.6,6847,1117,12.2,5421,1189,9.7,9159,1527,16.3,12292,1966,21.9,7626,1224,13.6,5633,1309,10.0,1816,757,3.2,521,302,0.9,49742,2544,(X),23596,1399,(X)
0500000US37155,"Robeson County, North Carolina",7565,984,16.3,4436,802,9.6,6056,855,13.1,5056,813,10.9,7467,1090,16.1,6697,1107,14.5,4113,760,8.9,3378,629,7.3,1046,368,2.3,458,279,1.0,35035,3180,(X),18836,1851,(X)
0500000US37157,"Rockingham County, North Carolina",3000,913,7.8,3913,1090,10.2,5151,1141,13.4,4054,935,10.5,5595,1363,14.5,7362,1283,19.1,4627,1010,12.0,3276,886,8.5,798,342,2.1,686,388,1.8,43230,3586,(X),23033,1290,(X)
0500000US37159,"Rowan County, North Carolina",2419,880,4.4,3028,958,5.5,7516,1487,13.6,5398,1191,9.8,8029,1502,14.5,11877,1849,21.5,7096,1376,12.8,6278,1151,11.4,2027,734,3.7,1573,599,2.8,51927,3441,(X),26136,1372,(X)
0500000US37161,"Rutherford County, North Carolina",1201,579,4.3,2237,898,8.0,3770,1093,13.5,3593,1141,12.8,4902,1282,17.5,5122,1245,18.3,2920,1111,10.4,2559,945,9.1,586,316,2.1,1080,513,3.9,44361,3283,(X),25940,3010,(X)
