GEO_ID,NAME,DP03_0052E,DP03_0052M,DP03_0052PE,DP03_0053E,DP03_0053M,DP03_0053PE,DP03_0054E,DP03_0054M,DP03_0054PE,DP03_0055E,DP03_0055M,DP03_0055PE,DP03_0056E,DP03_0056M,DP03_0056PE,DP03_0057E,DP03_0057M,DP03_0057PE,DP03_0058E,DP03_0058M,DP03_0058PE,DP03_0059E,DP03_0059M,DP03_0059PE,DP03_0060E,DP03_0060M,DP03_0060PE,DP03_0061E,DP03_0061M,DP03_0061PE,DP03_0062E,DP03_0062M,DP03_0062PE,DP03_0088E,DP03_0088M,DP03_0088PE
0500000US01003,"Baldwin County, Alabama",4068,1363,4.9,3189,1126,3.9,7760,1755,9.4,8552,1983,10.4,13600,2247,16.5,11589,1972,14.1,10969,1975,13.3,13141,2378,16.0,4064,1063,4.9,5393,1249,6.6,56439,6268,(X),32443,1962,(X)
0500000US01015,"Calhoun County, Alabama",4307,1386,9.6,3273,1082,7.3,3768,895,8.4,5842,1401,13.1,5696,1185,12.8,8345,1451,18.7,5439,1453,12.2,5758,1205,12.9,1229,713,2.8,979,378,2.2,48156,4922,(X),24579,1780,(X)
0500000US01043,"Cullman County, Alabama",1410,509,4.4,1719,699,5.4,3517,915,11.0,4241,1133,13.2,4768,1030,14.9,7054,1217,22.0,4921,1132,15.3,2748,691,8.6,929,507,2.9,783,453,2.4,50906,3480,(X),23968,1501,(X)
0500000US01049,"DeKalb County, Alabama",1790,724,7.2,2095,953,8.4,3888,923,15.6,1880,795,7.6,4202,1005,16.9,4713,851,18.9,2659,831,10.7,2725,737,11.0,755,506,3.0,173,144,0.7,44208,5702,(X),21939,1942,(X)
0500000US01051,"Elmore County, Alabama",877,420,2.9,577,410,1.9,4064,1284,13.2,3303,1027,10.8,3172,983,10.3,6435,1147,21.0,3511,984,11.4,5015,1282,16.3,1971,628,6.4,1787,693,5.8,61854,5816,(X),31396,2728,(X)
0500000US01055,"Etowah County, Alabama",3955,1051,9.9,2524,661,6.3,6354,1424,15.9,4740,951,11.8,5358,1049,13.4,6999,1242,17.5,3889,1322,9.7,4123,936,10.3,1190,581,3.0,921,505,2.3,41447,4256,(X),25065,2813,(X)
0500000US01069,"Houston County, Alabama",3656,590,9.2,2368,463,6.0,4445,736,11.2,4437,508,11.2,4922,638,12.4,7497,805,18.9,4064,590,10.2,4607,627,11.6,2054,539,5.2,1711,361,4.3,50103,2903,(X),27762,1453,(X)
0500000US01073,"Jefferson County, Alabama",25616,2867,9.7,13321,1972,5.0,23577,3025,8.9,27580,2516,10.4,33319,3677,12.6,45057,3612,17.0,25939,2853,9.8,37430,2399,14.1,15571,2361,5.9,17343,2092,6.6,53944,2334,(X),32561,1161,(X)
0500000US01077,"Lauderdale County, Alabama",3621,969,9.3,2724,925,7.0,4200,1040,10.8,3943,1039,10.2,5874,1234,15.2,6434,1335,16.6,5136,1319,13.3,4847,1137,12.5,909,402,2.3,1073,499,2.8,46632,4682,(X),26872,1852,(X)
0500000US01081,"Lee County, Alabama",7241,1912,11.2,4051,1368,6.3,7518,1994,11.7,4042,1233,6.3,7852,1555,12.2,11558,1933,17.9,6347,1760,9.8,8389,1615,13.0,3682,1109,5.7,3768,984,5.8,53712,6669,(X),31454,2502,(X)
0500000US01083,"Limestone County, Alabama",1181,553,3.7,1887,779,5.9,2689,1033,8.4,3917,956,12.2,3227,967,10.1,5370,1037,16.8,3776,866,11.8,6058,1202,18.9,2161,727,6.7,1754,604,5.5,63695,7295,(X),28327,2456,(X)
0500000US01089,"Madison County, Alabama",8067,1694,5.2,6920,1324,4.4,13904,2060,8.9,13683,2154,8.8,18283,2484,11.7,22622,2555,14.5,19353,2347,12.4,27356,2749,17.5,14364,1839,9.2,11326,1659,7.3,67930,3939,(X),37221,1309,(X)
0500000US01095,"Marshall County, Alabama",2813,717,8.0,1623,490,4.6,4451,899,12.6,2858,750,8.1,5987,1134,16.9,7506,1450,21.2,4244,901,12.0,3460,885,9.8,1260,456,3.6,1128,469,3.2,49467,5095,(X),24572,2017,(X)
0500000US01097,"Mobile County, Alabama",14009,2240,9.0,8974,1833,5.8,17521,2119,11.2,15941,1878,10.2,22112,2576,14.2,31602,3214,20.3,16433,1994,10.5,17582,1838,11.3,6772,1300,4.3,5000,1173,3.2,49639,1885,(X),25716,955,(X)
0500000US01101,"Montgomery County, Alabama",7165,1599,8.1,3185,880,3.6,8178,1533,9.2,8938,1671,10.1,13972,1893,15.7,17948,2765,20.2,9839,1715,11.1,11827,1763,13.3,3970,922,4.5,3842,857,4.3,53117,2094,(X),29319,1321,(X)
0500000US01103,"Morgan County, Alabama",3149,939,6.8,2480,924,5.3,4365,1153,9.4,5109,1224,11.0,5967,1113,12.8,9096,1451,19.6,5614,1262,12.1,6467,1391,13.9,2283,861,4.9,1940,722,4.2,54338,3209,(X),29402,2166,(X)
0500000US01115,"St. Clair County, Alabama",1271,680,3.9,940,602,2.9,2566,1216,7.8,2871,1265,8.7,4128,1371,12.6,6620,1499,20.2,4534,1209,13.8,7306,1487,22.3,1306,530,4.0,1287,486,3.9,67487,6240,(X),28993,2052,(X)
0500000US01117,"Shelby County, Alabama",3300,1067,3.9,2320,781,2.8,6226,1370,7.4,5754,1334,6.8,9084,1482,10.8,15059,1900,17.9,11239,1697,13.4,16587,1874,19.7,6729,1366,8.0,7750,1171,9.2,75614,4757,(X),40523,2216,(X)
0500000US01121,"Talladega County, Alabama",2965,813,9.7,2071,782,6.8,4131,782,13.5,3744,1259,12.2,2350,816,7.7,5011,1330,16.4,4122,1029,13.5,4361,1230,14.3,1106,574,3.6,741,442,2.4,50147,8550,(X),24593,2022,(X)
0500000US01125,"Tuscaloosa County, Alabama",6695,1470,9.0,3686,1167,5.0,7846,1913,10.6,8158,1646,11.0,9344,1900,12.6,13079,2194,17.6,6252,1110,8.4,11212,1786,15.1,4087,1057,5.5,3900,1004,5.3,52243,3387,(X),27665,1544,(X)
0500000US01127,"Walker County, Alabama",1852,575,7.4,1339,556,5.3,3616,869,14.4,2734,884,10.9,3773,883,15.0,4088,937,16.3,3012,887,12.0,3445,804,13.7,821,394,3.3,473,372,1.9,46283,5473,(X),24591,1816,(X)
0500000US02020,"Anchorage Municipality, Alaska",4044,1233,3.8,2878,1050,2.7,4849,1201,4.6,6930,1692,6.6,10627,1933,10.1,18496,2490,17.6,13751,1826,13.1,21469,2439,20.4,11374,1578,10.8,10780,1717,10.2,82716,3743,(X),41422,2106,(X)
0500000US02090,"Fairbanks North Star Borough, Alaska",982,485,2.8,663,420,1.9,2741,1100,7.7,2030,718,5.7,4101,1063,11.5,7628,1773,21.5,3954,1193,11.1,5696,1139,16.0,3344,971,9.4,4417,1545,12.4,72065,7928,(X),39252,3911,(X)
0500000US02170,"Matanuska-Susitna Borough, Alaska",1480,498,4.5,934,355,2.9,2513,551,7.7,2248,445,6.9,3145,639,9.6,6134,913,18.7,4787,723,14.6,5884,836,18.0,2846,562,8.7,2765,603,8.4,74709,3432,(X),31984,1399,(X)
0500000US04001,"Apache County, Arizona",4671,953,22.3,1389,510,6.6,2852,538,13.6,2584,642,12.3,2569,561,12.3,3037,894,14.5,1305,505,6.2,2069,658,9.9,297,174,1.4,152,118,0.7,30480,4596,(X),16199,1615,(X)
0500000US04003,"Cochise County, Arizona",4049,1207,7.8,2357,714,4.5,5162,1177,9.9,5699,1302,11.0,9591,1618,18.5,8130,1420,15.6,5585,1170,10.7,7417,1270,14.3,2545,773,4.9,1447,593,2.8,48484,2893,(X),28373,2022,(X)
0500000US04005,"Coconino County, Arizona",4541,1164,9.3,2678,865,5.5,3294,938,6.7,3320,963,6.8,6782,1425,13.8,8901,1462,18.2,5339,1092,10.9,7357,1298,15.0,4046,1046,8.3,2735,781,5.6,58085,5441,(X),29379,2701,(X)
0500000US04013,"Maricopa County, Arizona",80144,5915,5.0,45654,3846,2.8,115320,6204,7.2,121260,5988,7.5,205647,8582,12.8,299833,8511,18.6,221410,6951,13.7,271501,8582,16.8,117458,5397,7.3,133495,4872,8.3,68649,1087,(X),34744,407,(X)
0500000US04015,"Mohave County, Arizona",4459,1070,4.9,4485,1249,4.9,11047,1579,12.1,10225,1478,11.2,15142,2044,16.6,20482,2896,22.5,11499,1699,12.6,8963,1493,9.8,2483,910,2.7,2310,772,2.5,50179,2401,(X),27575,1569,(X)
0500000US04017,"Navajo County, Arizona",4939,885,12.8,1981,655,5.1,4181,945,10.8,6142,1141,15.9,6118,860,15.8,6087,1196,15.7,3827,835,9.9,3800,833,9.8,1068,457,2.8,589,372,1.5,38897,3586,(X),19284,1310,(X)
0500000US04019,"Pima County, Arizona",28517,3261,6.9,17468,2191,4.3,39605,3457,9.7,41220,3299,10.0,59379,3669,14.5,71525,4169,17.4,53833,3245,13.1,56685,3647,13.8,21530,2455,5.2,20642,2251,5.0,56169,1608,(X),31004,763,(X)
0500000US04021,"Pinal County, Arizona",6375,1327,4.2,4796,1195,3.1,12508,2013,8.2,12445,2013,8.1,22347,2680,14.6,33295,3328,21.7,22380,2669,14.6,24629,2751,16.1,8648,1703,5.6,5990,1507,3.9,62057,2393,(X),27582,1161,(X)
0500000US04025,"Yavapai County, Arizona",5685,1153,5.5,5142,1482,5.0,11048,1928,10.7,9695,1704,9.4,16055,2348,15.6,21693,2348,21.1,11775,1759,11.5,12374,1741,12.0,4359,1116,4.2,4958,1007,4.8,53816,3981,(X),32187,1213,(X)
0500000US04027,"Yuma County, Arizona",7749,1778,10.5,4168,1472,5.6,8263,1648,11.2,8107,1637,10.9,10773,1890,14.5,13909,2050,18.8,11006,1804,14.9,7010,1419,9.5,1709,637,2.3,1348,555,1.8,46419,3800,(X),21766,1181,(X)
0500000US05007,"Benton County, Arkansas",4458,1196,4.4,3429,1132,3.4,7001,1439,6.9,7790,1489,7.7,11307,1682,11.2,19583,2275,19.4,15074,1611,15.0,16107,2268,16.0,6214,1069,6.2,9786,1500,9.7,69130,3740,(X),35914,1792,(X)
0500000US05031,"Craighead County, Arkansas",2580,1082,6.2,2063,772,5.0,6172,1763,14.9,5685,1627,13.7,5561,1375,13.4,6125,1441,14.8,4074,822,9.8,6045,1192,14.6,1388,548,3.4,1716,904,4.1,45610,4525,(X),26955,2883,(X)
0500000US05045,"Faulkner County, Arkansas",4127,1531,8.7,1497,623,3.2,5177,1356,10.9,4333,1035,9.1,5773,1558,12.2,9605,1671,20.3,7177,1170,15.1,6188,1470,13.1,1447,648,3.1,2065,729,4.4,57642,6518,(X),28779,3059,(X)
0500000US05051,"Garland County, Arkansas",3453,1123,8.3,3343,1124,8.0,4782,1285,11.5,4208,1230,10.1,6988,1511,16.7,8207,1389,19.7,4279,1103,10.3,3458,981,8.3,1933,795,4.6,1092,503,2.6,45265,3630,(X),27105,2542,(X)
0500000US05069,"Jefferson County, Arkansas",3156,1046,11.4,3392,1101,12.3,2993,1047,10.8,2579,919,9.3,4815,1386,17.5,4107,995,14.9,2899,723,10.5,2208,704,8.0,552,400,2.0,892,515,3.2,39326,3604,(X),21257,1950,(X)
0500000US05085,"Lonoke County, Arkansas",1797,765,6.9,935,517,3.6,1991,574,7.6,1801,778,6.9,3588,959,13.8,4978,1028,19.1,3968,1107,15.2,4229,985,16.2,1828,643,7.0,937,387,3.6,62532,5764,(X),27710,1764,(X)
0500000US05119,"Pulaski County, Arkansas",10839,1879,6.9,9370,2171,5.9,14878,2294,9.4,17056,2846,10.8,23669,3122,15.0,30272,3181,19.2,15301,1860,9.7,20997,2221,13.3,8052,1384,5.1,7566,1248,4.8,52043,2952,(X),32430,1457,(X)
0500000US05125,"Saline County, Arkansas",1456,699,3.2,2731,1016,6.0,3440,947,7.6,3526,1111,7.8,5617,1419,12.4,9317,1746,20.5,5871,1107,12.9,8909,1592,19.6,3166,1020,7.0,1422,614,3.1,66327,5337,(X),30689,1908,(X)
0500000US05131,"Sebastian County, Arkansas",3205,1216,6.2,2737,854,5.3,6242,1465,12.1,7185,1451,14.0,7028,1827,13.7,9703,1837,18.9,5903,1307,11.5,6023,1460,11.7,1628,832,3.2,1730,679,3.4,48839,3629,(X),26433,2113,(X)
0500000US05143,"Washington County, Arkansas",6737,1512,7.5,3340,1087,3.7,10367,2092,11.6,9411,1928,10.5,14195,2402,15.9,15162,1911,17.0,9547,1667,10.7,11642,1871,13.0,3784,1076,4.2,5064,1376,5.7,50798,3546,(X),27113,1595,(X)
0500000US05145,"White County, Arkansas",1895,642,6.6,1808,705,6.3,4810,1246,16.8,3435,902,12.0,3490,1070,12.2,5522,1280,19.3,2846,1058,9.9,3251,941,11.4,924,571,3.2,640,353,2.2,43399,4720,(X),24529,2250,(X)
0500000US06001,"Alameda County, California",24334,2377,4.2,19977,2587,3.4,28952,2921,4.9,27856,2942,4.8,37689,3122,6.4,67998,3999,11.6,62451,3471,10.7,111466,5357,19.0,74927,4383,12.8,129982,5152,22.2,108322,2704,(X),51727,734,(X)
0500000US06007,"Butte County, California",4841,1025,6.2,4402,1241,5.7,7068,1224,9.1,8172,1506,10.5,8029,1275,10.3,12963,2057,16.7,10529,1486,13.6,10839,1665,14.0,4045,1043,5.2,6763,1403,8.7,62563,6056,(X),34250,2946,(X)
0500000US06013,"Contra Costa County, California",13301,2238,3.3,11336,2459,2.8,16155,2226,4.0,19036,2689,4.8,27466,2519,6.9,48645,4731,12.2,50121,3483,12.5,75538,4347,18.9,48633,3777,12.2,89561,3829,22.4,107135,3584,(X),52021,1300,(X)
0500000US06017,"El Dorado County, California",3289,866,4.4,3428,1241,4.6,4262,1257,5.7,4505,1091,6.1,6508,1463,8.8,10129,1616,13.6,8895,1801,12.0,14875,1903,20.0,7741,1333,10.4,10584,1417,14.3,87059,6290,(X),46669,2790,(X)
0500000US06019,"Fresno County, California",24453,2933,7.7,16677,1765,5.3,30663,2723,9.7,32033,3705,10.1,36318,3351,11.5,53838,3647,17.0,39127,3545,12.4,45606,3407,14.4,20352,2404,6.4,16907,1816,5.4,57518,2684,(X),25260,543,(X)
0500000US06023,"Humboldt County, California",4253,921,7.6,6531,1528,11.7,3934,1031,7.1,4582,1390,8.2,7888,1708,14.2,8536,1376,15.3,6390,1089,11.5,7067,1374,12.7,3084,889,5.5,3427,930,6.2,51662,4720,(X),32537,3105,(X)
0500000US06025,"Imperial County, California",3293,1137,6.8,5026,1249,10.4,5553,1274,11.5,4349,1230,9.0,7012,1792,14.6,7028,1376,14.6,6229,1609,12.9,5985,1404,12.4,2276,978,4.7,1431,692,3.0,48472,3417,(X),18800,1126,(X)
0500000US06029,"Kern County, California",15195,2305,5.6,17425,3125,6.4,31836,3572,11.7,27508,2876,10.1,36361,3864,13.3,47108,4190,17.3,28156,2923,10.3,37677,3525,13.8,17576,2098,6.4,14046,2330,5.1,53067,2168,(X),24524,987,(X)
0500000US06031,"Kings County, California",2051,804,4.6,1117,504,2.5,5074,1318,11.3,4974,1459,11.1,6037,1193,13.5,9906,1703,22.1,5707,1249,12.7,5393,1232,12.0,2902,1009,6.5,1600,701,3.6,58453,5116,(X),22979,1422,(X)
0500000US06033,"Lake County, California",1410,668,5.4,2148,957,8.3,2441,855,9.4,2897,972,11.2,5468,1573,21.1,3837,1042,14.8,2775,1006,10.7,2803,962,10.8,1239,703,4.8,950,549,3.7,47138,4388,(X),28056,3751,(X)
0500000US06037,"Los Angeles County, California",179792,7020,5.4,143991,6031,4.3,248893,9969,7.5,243197,8506,7.3,348692,9588,10.5,539736,11255,16.2,411556,9603,12.4,557758,11319,16.8,280131,9181,8.4,374652,8962,11.3,72797,749,(X),36044,365,(X)
0500000US06039,"Madera County, California",2666,898,6.0,759,455,1.7,3223,1009,7.3,6245,1425,14.1,5120,1228,11.5,7147,1423,16.1,6278,1219,14.1,8181,1574,18.4,2590,782,5.8,2178,762,4.9,64827,6251,(X),24584,1922,(X)
0500000US06041,"Marin County, California",3559,790,3.4,2653,895,2.5,4694,1318,4.5,4975,1342,4.7,9295,1811,8.8,11135,1839,10.6,11553,1971,11.0,16796,2071,16.0,10574,1471,10.0,30064,2317,28.6,110843,6394,(X),75175,4783,(X)
0500000US06045,"Mendocino County, California",1315,611,3.8,2706,792,7.8,4064,1193,11.8,3202,1082,9.3,5218,1468,15.1,6425,1393,18.6,3612,958,10.5,4937,1079,14.3,1600,780,4.6,1399,455,4.1,51744,4022,(X),30284,2481,(X)
0500000US06047,"Merced County, California",2718,1057,3.4,3659,1019,4.5,7663,1594,9.5,7126,2068,8.8,12042,1864,14.9,16130,2396,20.0,10945,1871,13.6,11267,1799,14.0,4726,1243,5.9,4369,1280,5.4,61167,3656,(X),24704,1879,(X)
0500000US06053,"Monterey County, California",4158,1135,3.2,2881,702,2.2,10662,1774,8.3,9011,1730,7.0,13878,1901,10.8,20482,2216,16.0,20215,2447,15.8,23785,2487,18.5,9614,1310,7.5,13541,1420,10.6,77514,3300,(X),31647,1321,(X)
0500000US06055,"Napa County, California",1625,609,3.4,1541,597,3.2,1804,651,3.7,1942,607,4.0,5167,1164,10.7,6790,1117,14.1,6788,1090,14.1,8424,1326,17.5,5425,925,11.3,8601,903,17.9,92769,6473,(X),47729,2849,(X)
0500000US06057,"Nevada County, California",1370,560,3.5,622,434,1.6,3780,1110,9.6,4380,1189,11.1,5771,1285,14.7,5320,1161,13.5,5344,1291,13.6,5296,1081,13.5,2671,866,6.8,4811,1060,12.2,68818,7165,(X),40556,3559,(X)
0500000US06059,"Orange County, California",42330,4038,4.1,26740,3006,2.6,51354,3547,4.9,56531,3624,5.4,86269,4982,8.3,148121,6439,14.2,129652,5157,12.4,205403,7703,19.7,120403,5508,11.5,177477,6753,17.0,95934,1292,(X),43200,657,(X)
0500000US06061,"Placer County, California",4092,1103,2.8,3661,1125,2.5,8170,1693,5.5,8389,1684,5.7,10955,1755,7.4,20000,1857,13.6,19882,1997,13.5,30624,2943,20.8,17286,2077,11.7,24177,2303,16.4,97723,3589,(X),47164,1589,(X)
0500000US06065,"Riverside County, California",36422,3945,5.0,26920,2667,3.7,53159,4315,7.2,50926,3465,6.9,80725,5460,11.0,126710,5966,17.2,99515,5495,13.5,135295,5718,18.4,63507,3544,8.6,61769,4695,8.4,73260,1762,(X),30383,568,(X)
0500000US06067,"Sacramento County, California",24302,2601,4.4,22101,2538,4.0,39736,3447,7.1,43256,3267,7.8,62036,4587,11.1,98215,4915,17.6,76266,4529,13.7,96618,5584,17.4,47268,3336,8.5,46954,2806,8.4,72017,1434,(X),34603,637,(X)
0500000US06071,"San Bernardino County, California",31350,3143,4.9,24284,2651,3.8,46904,3772,7.3,56048,4676,8.7,77558,4632,12.0,112917,5749,17.5,94889,6100,14.7,112289,5624,17.4,48506,4181,7.5,40013,2836,6.2,67903,2115,(X),26926,503,(X)
0500000US06073,"San Diego County, California",46120,3974,4.1,36978,2941,3.3,67927,4635,6.0,71452,5122,6.3,111453,5385,9.8,172957,6976,15.3,151966,7478,13.4,213161,7394,18.8,110173,4520,9.7,150247,6002,13.3,83985,1908,(X),40389,608,(X)
0500000US06075,"San Francisco County, California",14708,2130,4.0,18563,2770,5.1,17589,2469,4.8,15520,2492,4.2,21279,2501,5.8,37286,2931,10.2,29852,2881,8.2,54943,3769,15.0,43690,2746,11.9,112421,4519,30.7,123859,4727,(X),75084,2293,(X)
0500000US06077,"San Joaquin County, California",10304,1713,4.5,7429,1464,3.2,18363,2486,8.0,19450,2253,8.4,25534,3075,11.1,43449,3682,18.9,28245,2644,12.3,38797,3005,16.9,20782,2078,9.0,17888,2292,7.8,68997,2715,(X),28919,1020,(X)
0500000US06079,"San Luis Obispo County, California",4565,1118,4.3,3501,1052,3.3,7641,1662,7.2,7986,1403,7.5,12675,1927,11.9,15301,1995,14.4,14436,1994,13.6,20200,2302,19.0,10442,1841,9.8,9765,1439,9.2,77265,3750,(X),38308,1680,(X)
0500000US06081,"San Mateo County, California",5991,1289,2.3,5156,1477,1.9,10955,1898,4.1,9383,1447,3.5,16971,1947,6.4,27100,2839,10.2,22967,2542,8.7,44746,3358,16.9,33600,3040,12.7,88134,3912,33.3,138500,6761,(X),68949,1911,(X)
0500000US06083,"Santa Barbara County, California",7692,1490,5.3,4196,1008,2.9,9418,1690,6.4,8160,1415,5.6,18542,2243,12.7,24604,2608,16.8,18347,2085,12.5,24942,2692,17.0,10682,1481,7.3,19883,2010,13.6,75653,4506,(X),38805,1447,(X)
0500000US06085,"Santa Clara County, California",15900,2072,2.5,14760,2097,2.3,23079,2530,3.6,27427,2753,4.3,37848,3475,5.9,69776,4055,10.8,60495,3890,9.4,105936,4451,16.5,85023,4017,13.2,203393,5351,31.6,133076,3515,(X),62246,900,(X)
0500000US06087,"Santa Cruz County, California",2887,918,3.0,3322,1240,3.4,7083,1673,7.2,6240,1426,6.4,9608,1972,9.8,11775,1949,12.1,11953,2164,12.2,17775,1789,18.2,10155,1649,10.4,16912,1932,17.3,89269,7688,(X),46714,2540,(X)
0500000US06089,"Shasta County, California",3582,977,4.9,4316,1176,5.9,8000,1649,11.0,5174,1084,7.1,9048,1366,12.4,11733,1454,16.1,10531,1579,14.5,10635,1482,14.6,5770,883,7.9,3925,962,5.4,63091,3462,(X),32864,1610,(X)
0500000US06095,"Solano County, California",6592,1677,4.4,3250,903,2.2,6450,1348,4.3,9455,1927,6.3,14543,2026,9.7,24099,2645,16.0,23470,2806,15.6,30887,3188,20.5,16436,1819,10.9,15211,1649,10.1,86652,3867,(X),36968,1154,(X)
0500000US06097,"Sonoma County, California",5502,1224,2.9,5102,1377,2.7,7965,1680,4.2,12457,1930,6.5,17673,2105,9.3,30647,3215,16.1,29719,2879,15.6,35816,2734,18.8,20487,2623,10.7,25321,2091,13.3,87828,3370,(X),46006,1612,(X)
0500000US06099,"Stanislaus County, California",8280,1655,4.7,6863,1378,3.9,13691,2176,7.8,16380,2010,9.4,23093,3044,13.2,32817,3044,18.8,24184,2338,13.8,29611,2678,16.9,10608,1726,6.1,9171,1468,5.2,63037,2741,(X),26686,822,(X)
0500000US06101,"Sutter County, California",1166,487,3.5,1714,754,5.2,2697,830,8.2,3233,912,9.8,4104,1065,12.4,6136,1326,18.6,3881,1008,11.7,4686,1074,14.2,3130,947,9.5,2292,716,6.9,62777,6367,(X),30411,3055,(X)
0500000US06103,"Tehama County, California",2380,1019,9.4,1020,544,4.0,3303,1237,13.1,2353,959,9.3,3356,1232,13.3,3635,1102,14.4,3064,951,12.1,2874,907,11.4,2492,1046,9.8,833,431,3.3,53475,13515,(X),26932,2591,(X)
0500000US06107,"Tulare County, California",8059,1631,5.6,6007,1576,4.2,13514,1960,9.4,14866,2431,10.3,20202,2424,14.0,26941,3398,18.7,19550,3211,13.6,19775,2521,13.7,10338,2205,7.2,4857,897,3.4,57692,2874,(X),23096,1108,(X)
0500000US06111,"Ventura County, California",8133,1641,3.0,5613,1452,2.1,13429,1731,5.0,14520,1921,5.4,25070,2569,9.3,37165,2854,13.8,40415,2894,15.1,54775,3654,20.4,31873,2732,11.9,37531,2361,14.0,92236,3264,(X),40293,945,(X)
0500000US06113,"Yolo County, California",5475,1268,7.2,3781,1105,5.0,4374,1265,5.7,5052,1299,6.6,6633,1541,8.7,14416,2225,18.9,7898,1353,10.4,12673,1459,16.7,7174,1215,9.4,8599,1291,11.3,71417,4589,(X),37497,2309,(X)
0500000US06115,"Yuba County, California",2778,1101,10.4,1104,550,4.1,1733,657,6.5,2116,831,7.9,3415,1067,12.7,5660,1325,21.1,3062,857,11.4,3911,960,14.6,1584,629,5.9,1464,693,5.5,58765,4763,(X),26717,2531,(X)
0500000US08001,"Adams County, Colorado",6243,1415,3.6,4587,1125,2.7,10506,1636,6.1,11716,1933,6.8,20253,2494,11.8,31585,2760,18.4,27849,2757,16.2,31704,2404,18.4,16219,1942,9.4,11315,1528,6.6,75804,2672,(X),31811,957,(X)
0500000US08005,"Arapahoe County, Colorado",9304,1858,3.8,4653,1207,1.9,10419,1852,4.2,13998,1762,5.7,27559,2955,11.2,46873,2804,19.0,33268,2442,13.5,47454,3142,19.3,25146,2264,10.2,27628,2360,11.2,82710,2865,(X),42426,1226,(X)
0500000US08013,"Boulder County, Colorado",7674,1387,5.8,3423,1021,2.6,7703,1473,5.8,6627,1257,5.0,11808,1865,9.0,19353,2047,14.7,18061,1922,13.7,22367,2273,17.0,13852,1715,10.5,20986,1902,15.9,88535,3432,(X),51415,3055,(X)
0500000US08014,"Broomfield County, Colorado",493,292,1.8,277,203,1.0,593,262,2.1,1067,461,3.8,2108,660,7.5,3859,743,13.8,4140,823,14.8,5570,938,19.8,4653,1120,16.6,5302,964,18.9,111400,11467,(X),57213,6658,(X)
0500000US08031,"Denver County, Colorado",17500,2757,5.5,11322,1906,3.6,21040,2961,6.6,21964,3101,6.9,31262,3340,9.8,54539,3813,17.1,39635,3187,12.4,57030,3694,17.9,26937,2573,8.5,37216,2503,11.7,75646,1852,(X),47802,1354,(X)
0500000US08035,"Douglas County, Colorado",2128,777,1.7,1037,621,0.8,3113,883,2.4,5607,1171,4.4,5987,1201,4.7,13952,1789,10.9,16672,2541,13.1,31087,2475,24.4,21019,2124,16.5,26874,2170,21.1,122867,3420,(X),55579,1933,(X)
0500000US08041,"El Paso County, Colorado",11707,2021,4.4,7386,1371,2.8,16685,2261,6.3,19348,2424,7.3,30494,2850,11.5,51967,3843,19.6,39172,3895,14.7,46256,3442,17.4,22619,2160,8.5,20164,2180,7.6,72830,1903,(X),35568,962,(X)
0500000US08059,"Jefferson County, Colorado",8076,1261,3.4,3781,915,1.6,11870,1511,5.0,12881,1995,5.4,22150,2177,9.4,40721,2871,17.2,30235,2400,12.8,49911,2889,21.1,24847,2068,10.5,32024,2089,13.5,90040,3085,(X),47652,1266,(X)
0500000US08069,"Larimer County, Colorado",7395,1446,5.0,4685,1160,3.2,10722,2270,7.3,8839,1364,6.0,15014,2044,10.2,26447,2492,18.0,20949,2312,14.3,24654,2676,16.8,14050,2193,9.6,13883,1802,9.5,75186,2731,(X),40582,1360,(X)
0500000US08077,"Mesa County, Colorado",3609,1107,5.7,2685,1088,4.2,4900,1220,7.7,5182,1257,8.1,9668,1737,15.2,13762,2256,21.6,7957,1589,12.5,9545,1753,15.0,3192,899,5.0,3144,951,4.9,60500,3156,(X),32324,1820,(X)
0500000US08101,"Pueblo County, Colorado",5174,996,7.8,4175,1280,6.3,6535,1205,9.9,6945,1386,10.5,9829,1402,14.9,11602,1444,17.5,9311,1213,14.1,8286,1114,12.5,2537,647,3.8,1717,451,2.6,51276,4585,(X),26778,1390,(X)
0500000US08123,"Weld County, Colorado",3933,925,3.5,3267,768,2.9,7790,1510,7.0,7149,1264,6.4,10866,1539,9.8,19431,1907,17.5,15908,2119,14.3,24974,2507,22.4,10380,1309,9.3,7600,969,6.8,78615,4124,(X),33863,1174,(X)
0500000US09001,"Fairfield County, Connecticut",14141,2028,4.2,11168,2154,3.3,21045,2958,6.2,16360,2150,4.8,29399,3145,8.6,45744,3822,13.4,35139,3070,10.3,53329,2777,15.7,36748,3076,10.8,77484,3310,22.8,97053,4056,(X),58815,1549,(X)
0500000US09003,"Hartford County, Connecticut",22812,2696,6.5,13196,2510,3.7,24640,2732,7.0,24602,2721,7.0,35140,2751,9.9,55283,3797,15.7,45538,3188,12.9,62462,4060,17.7,33211,2988,9.4,36350,2441,10.3,75381,2126,(X),41324,1083,(X)
0500000US09005,"Litchfield County, Connecticut",2141,640,2.9,2544,777,3.4,4180,1015,5.7,5198,1256,7.0,7495,1266,10.1,12751,1690,17.2,9491,1624,12.8,13212,1766,17.9,8371,1332,11.3,8586,1267,11.6,81195,4148,(X),46748,2567,(X)
